time_range,day_of_week,month,mode_of_transport,geohash,direction
15-18,FRIDAY,8,TRAIN,u0q5bfxm,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q5c35p,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0qh0n6v,EAST
15-18,FRIDAY,8,TRAIN,u0muptwx,EAST
15-18,FRIDAY,8,TRAIN,u0mgyhgs,NORTH_EAST
15-18,FRIDAY,8,TRAIN,u0q5bqgm,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q5c2xf,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q5c1vf,EAST
15-18,FRIDAY,8,TRAIN,u0q59xkh,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0mgv32s,NORTH_EAST
15-18,FRIDAY,8,TRAIN,u0qh0mf2,SOUTH_WEST
15-18,FRIDAY,8,TRAIN,u0mgyh2y,NORTH_EAST
15-18,FRIDAY,8,TRAIN,u0qh0q4h,SOUTH
15-18,FRIDAY,8,TRAIN,u0qh0k8x,SOUTH
15-18,FRIDAY,8,TRAIN,u0mgvdz5,NORTH_EAST
15-18,FRIDAY,8,TRAIN,u0mup4g5,NORTH_EAST
15-18,FRIDAY,8,TRAIN,u0q5bghm,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0mgswf0,NORTH_EAST
15-18,FRIDAY,8,TRAIN,u0qh0nwf,EAST
15-18,FRIDAY,8,TRAIN,u0mupksp,EAST
15-18,FRIDAY,8,TRAIN,u0muncme,NORTH_EAST
15-18,FRIDAY,8,TRAIN,u0q5dmpb,EAST
15-18,FRIDAY,8,TRAIN,u0q5bmx8,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q59xhc,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0mupts7,EAST
15-18,FRIDAY,8,TRAIN,u0q5bqjy,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0mgyqwk,NORTH_EAST
15-18,FRIDAY,8,TRAIN,u0mupvfy,EAST
15-18,FRIDAY,8,TRAIN,u0mupyhf,EAST
15-18,FRIDAY,8,TRAIN,u0mgsx4f,NORTH_EAST
15-18,FRIDAY,8,TRAIN,u0mupt6m,EAST
15-18,FRIDAY,8,TRAIN,u0muncze,NORTH_EAST
15-18,FRIDAY,8,TRAIN,u0mup5vj,NORTH_EAST
15-18,FRIDAY,8,TRAIN,u0qh0nsg,EAST
15-18,FRIDAY,8,TRAIN,u0mgv0ej,NORTH_EAST
15-18,FRIDAY,8,TRAIN,u0mupk9e,EAST
15-18,FRIDAY,8,TRAIN,u0q5dmn3,EAST
15-18,FRIDAY,8,TRAIN,u0q59xcz,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q5kjv6,SOUTH_WEST
15-18,FRIDAY,8,TRAIN,u0q5kj4k,SOUTH_WEST
15-18,FRIDAY,8,TRAIN,u0q57gyp,SOUTH_WEST
15-18,FRIDAY,8,TRAIN,u0q57unt,SOUTH_WEST
15-18,FRIDAY,8,TRAIN,u0q5kq84,SOUTH_WEST
15-18,FRIDAY,8,TRAIN,u0q5kqct,SOUTH_WEST
15-18,FRIDAY,8,TRAIN,u0q5khc0,SOUTH_WEST
15-18,FRIDAY,8,TRAIN,u0q57urv,SOUTH_WEST
15-18,FRIDAY,8,TRAIN,u0q5kj7z,SOUTH_WEST
15-18,FRIDAY,8,TRAIN,u0q5knnw,SOUTH_WEST
15-18,FRIDAY,8,TRAIN,u0nrsm05,SOUTH
15-18,FRIDAY,8,TRAIN,u0q1etjr,SOUTH_WEST
15-18,FRIDAY,8,TRAIN,u0nrj8qr,SOUTH
15-18,FRIDAY,8,TRAIN,u0q0sjzs,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q57gvu,SOUTH_WEST
15-18,FRIDAY,8,TRAIN,u0q0rr2n,EAST
15-18,FRIDAY,8,TRAIN,u0nrkf9d,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q1eze7,SOUTH_WEST
15-18,FRIDAY,8,TRAIN,u0q0eyhc,EAST
15-18,FRIDAY,8,TRAIN,u0q21e1h,WEST
15-18,FRIDAY,8,TRAIN,u0q5krev,SOUTH_WEST
15-18,FRIDAY,8,TRAIN,u0q57fnn,SOUTH
15-18,FRIDAY,8,TRAIN,u0q4skwp,SOUTH
15-18,FRIDAY,8,TRAIN,u0q1ew74,SOUTH
15-18,FRIDAY,8,TRAIN,u0q0t5x7,EAST
15-18,FRIDAY,8,TRAIN,u0nrczj6,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0nrfn8e,EAST
15-18,FRIDAY,8,TRAIN,u0q22bn2,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q57gyn,SOUTH_WEST
15-18,FRIDAY,8,TRAIN,u0nrexg2,EAST
15-18,FRIDAY,8,TRAIN,u0q5kh81,SOUTH_WEST
15-18,FRIDAY,8,TRAIN,u0nrg40h,EAST
15-18,FRIDAY,8,TRAIN,u0q5eumq,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0nqvxx7,SOUTH
15-18,FRIDAY,8,TRAIN,u0q4jq2y,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0nqvwrg,SOUTH
15-18,FRIDAY,8,TRAIN,u0q5s3j6,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q0tehv,EAST
15-18,FRIDAY,8,TRAIN,u0nqv9by,SOUTH_WEST
15-18,FRIDAY,8,TRAIN,u0q17rwg,SOUTH
15-18,FRIDAY,8,TRAIN,u0nrfen7,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0nrezqg,EAST
15-18,FRIDAY,8,TRAIN,u0q5s59n,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q0te24,EAST
15-18,FRIDAY,8,TRAIN,u0nrfkwd,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q4j65g,SOUTH
15-18,FRIDAY,8,TRAIN,u0q5h5mb,SOUTH
15-18,FRIDAY,8,TRAIN,u0nqvvb5,SOUTH_WEST
15-18,FRIDAY,8,TRAIN,u0q21p82,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q4u606,SOUTH
15-18,FRIDAY,8,TRAIN,u0q22ckv,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q1usf5,SOUTH_WEST
15-18,FRIDAY,8,TRAIN,u0q1etd6,SOUTH
15-18,FRIDAY,8,TRAIN,u0nrfem8,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q21b9b,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0nrkbrn,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0nrkrx1,SOUTH
15-18,FRIDAY,8,TRAIN,u0q4jkcs,SOUTH
15-18,FRIDAY,8,TRAIN,u0nrj6cq,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q0w4jj,EAST
15-18,FRIDAY,8,TRAIN,u0q5ekvx,EAST
15-18,FRIDAY,8,TRAIN,u0nqvsr7,SOUTH
15-18,FRIDAY,8,TRAIN,u0q1ewrc,SOUTH_WEST
15-18,FRIDAY,8,TRAIN,u0q4u245,SOUTH
15-18,FRIDAY,8,TRAIN,u0q21dqe,WEST
15-18,FRIDAY,8,TRAIN,u0nrj974,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0nrczs0,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q4hbt8,WEST
15-18,FRIDAY,8,TRAIN,u0q1u7u2,SOUTH_WEST
15-18,FRIDAY,8,TRAIN,u0nrjnm5,SOUTH
15-18,FRIDAY,8,TRAIN,u0q0tffk,WEST
15-18,FRIDAY,8,TRAIN,u0q5h4v6,SOUTH
15-18,FRIDAY,8,TRAIN,u0nrs6gh,SOUTH
15-18,FRIDAY,8,TRAIN,u0q1u705,SOUTH_WEST
15-18,FRIDAY,8,TRAIN,u0q21ne5,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q5kjvz,SOUTH_WEST
15-18,FRIDAY,8,TRAIN,u0q17rnw,SOUTH_WEST
15-18,FRIDAY,8,TRAIN,u0q219pf,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q1etyx,SOUTH
15-18,FRIDAY,8,TRAIN,u0nrfejv,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0nqvwzc,SOUTH
15-18,FRIDAY,8,TRAIN,u0nrfnt3,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q4hb6s,SOUTH_WEST
15-18,FRIDAY,8,TRAIN,u0q4smsz,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q0ss6n,EAST
15-18,FRIDAY,8,TRAIN,u0q5kj4y,SOUTH_WEST
15-18,FRIDAY,8,TRAIN,u0q4jmdm,SOUTH
15-18,FRIDAY,8,TRAIN,u0q21d7w,SOUTH
15-18,FRIDAY,8,TRAIN,u0q4kv8b,SOUTH
15-18,FRIDAY,8,TRAIN,u0q0rrcx,SOUTH_WEST
15-18,FRIDAY,8,TRAIN,u0nrjp7p,SOUTH
15-18,FRIDAY,8,TRAIN,u0q5kqbc,SOUTH_WEST
15-18,FRIDAY,8,TRAIN,u0q4m0wr,SOUTH
15-18,FRIDAY,8,TRAIN,u0q21e0m,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q4kxq1,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q57gkk,SOUTH
15-18,FRIDAY,8,TRAIN,u0q4j146,SOUTH_WEST
15-18,FRIDAY,8,TRAIN,u0q1etu5,NORTH
15-18,FRIDAY,8,TRAIN,u0q4m1kg,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q0sjgq,EAST
15-18,FRIDAY,8,TRAIN,u0q4kgd9,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q0w49e,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q1et1f,SOUTH
15-18,FRIDAY,8,TRAIN,u0q4u626,SOUTH
15-18,FRIDAY,8,TRAIN,u0q5etq3,EAST
15-18,FRIDAY,8,TRAIN,u0nqv3wc,SOUTH_WEST
15-18,FRIDAY,8,TRAIN,u0q22jdx,EAST
15-18,FRIDAY,8,TRAIN,u0nrg2np,EAST
15-18,FRIDAY,8,TRAIN,u0q5ek9t,EAST
15-18,FRIDAY,8,TRAIN,u0q57bwz,SOUTH
15-18,FRIDAY,8,TRAIN,u0q5dv50,NORTH_EAST
15-18,FRIDAY,8,TRAIN,u0q0w8r6,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q1e6pf,SOUTH
15-18,FRIDAY,8,TRAIN,u0q1u4tu,SOUTH_WEST
15-18,FRIDAY,8,TRAIN,u0q0rx43,EAST
15-18,FRIDAY,8,TRAIN,u0q1u1gs,SOUTH_WEST
15-18,FRIDAY,8,TRAIN,u0nrsntu,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0nrs2tj,SOUTH
15-18,FRIDAY,8,TRAIN,u0q21np0,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q1ews3,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q5h5tj,SOUTH
15-18,FRIDAY,8,TRAIN,u0nrksue,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q0rye8,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q4u29j,SOUTH
15-18,FRIDAY,8,TRAIN,u0nrsjxw,SOUTH
15-18,FRIDAY,8,TRAIN,u0nrsjzp,SOUTH
15-18,FRIDAY,8,TRAIN,u0q4sqh3,SOUTH
15-18,FRIDAY,8,TRAIN,u0nrg1th,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q5et40,EAST
15-18,FRIDAY,8,TRAIN,u0q1u7vy,SOUTH_WEST
15-18,FRIDAY,8,TRAIN,u0q1ewq7,NORTH_WEST
15-18,FRIDAY,8,TRAIN,u0nrjjjw,SOUTH
15-18,FRIDAY,8,TRAIN,u0q1ex4v,SOUTH
15-18,FRIDAY,8,TRAIN,u0q21p1d,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q1e88x,SOUTH
15-18,FRIDAY,8,TRAIN,u0q5dszj,EAST
15-18,FRIDAY,8,TRAIN,u0q0sm1q,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q1uxz9,SOUTH_WEST
15-18,FRIDAY,8,TRAIN,u0q5s2y0,SOUTH
15-18,FRIDAY,8,TRAIN,u0q22bwd,SOUTH
15-18,FRIDAY,8,TRAIN,u0q4u708,SOUTH
15-18,FRIDAY,8,TRAIN,u0q0ssq3,EAST
15-18,FRIDAY,8,TRAIN,u0q1utkx,SOUTH_WEST
15-18,FRIDAY,8,TRAIN,u0q22emg,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q22fcs,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q1ewjv,NORTH_EAST
15-18,FRIDAY,8,TRAIN,u0q4smmm,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q0w922,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q5dvqx,EAST
15-18,FRIDAY,8,TRAIN,u0q22f5f,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0nqvd6f,SOUTH_WEST
15-18,FRIDAY,8,TRAIN,u0q5ev42,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q1u19s,SOUTH_WEST
15-18,FRIDAY,8,TRAIN,u0nrkckq,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0nrsk17,SOUTH
15-18,FRIDAY,8,TRAIN,u0q0w3sq,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q4u382,SOUTH
15-18,FRIDAY,8,TRAIN,u0nqvtng,SOUTH
15-18,FRIDAY,8,TRAIN,u0q1uxn6,SOUTH_WEST
15-18,FRIDAY,8,TRAIN,u0q4sqgq,SOUTH
15-18,FRIDAY,8,TRAIN,u0q4s9d8,SOUTH
15-18,FRIDAY,8,TRAIN,u0q4kfty,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q5s4uy,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q5eje0,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q1gbkc,SOUTH_WEST
15-18,FRIDAY,8,TRAIN,u0q21dg6,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0nqv3xv,SOUTH_WEST
15-18,FRIDAY,8,TRAIN,u0nrkexr,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0nqv3wd,EAST
15-18,FRIDAY,8,TRAIN,u0q4j7gf,SOUTH
15-18,FRIDAY,8,TRAIN,u0nrj5yp,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0nrfmbm,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q4jk9b,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q0skw7,EAST
15-18,FRIDAY,8,TRAIN,u0q4ku1d,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q4smjx,SOUTH
15-18,FRIDAY,8,TRAIN,u0nrj6qc,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q4ky26,SOUTH
15-18,FRIDAY,8,TRAIN,u0q4jpyk,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q22m36,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q0rpxm,NORTH_EAST
15-18,FRIDAY,8,TRAIN,u0nrezd4,EAST
15-18,FRIDAY,8,TRAIN,u0q21kqx,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q21m9q,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q1uwku,SOUTH
15-18,FRIDAY,8,TRAIN,u0q4s7zk,SOUTH
15-18,FRIDAY,8,TRAIN,u0nrsp53,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q4jppz,SOUTH
15-18,FRIDAY,8,TRAIN,u0q1gbzj,SOUTH_WEST
15-18,FRIDAY,8,TRAIN,u0q0qzm8,EAST
15-18,FRIDAY,8,TRAIN,u0q22jcp,EAST
15-18,FRIDAY,8,TRAIN,u0q21njp,EAST
15-18,FRIDAY,8,TRAIN,u0q4kub9,SOUTH
15-18,FRIDAY,8,TRAIN,u0q5s3d6,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q22jt3,EAST
15-18,FRIDAY,8,TRAIN,u0nrfeef,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q57gv9,SOUTH_WEST
15-18,FRIDAY,8,TRAIN,u0q0tfcp,EAST
15-18,FRIDAY,8,TRAIN,u0q4kfqy,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q0w8sr,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q1u14j,NORTH
15-18,FRIDAY,8,TRAIN,u0q0t5g4,EAST
15-18,FRIDAY,8,TRAIN,u0q4j3em,WEST
15-18,FRIDAY,8,TRAIN,u0q0tg02,EAST
15-18,FRIDAY,8,TRAIN,u0q22kex,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q0w61y,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0nrktcz,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q4m1bx,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q219sw,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q4m1dq,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q5ehvs,EAST
15-18,FRIDAY,8,TRAIN,u0q4s8kk,SOUTH
15-18,FRIDAY,8,TRAIN,u0q0supk,EAST
15-18,FRIDAY,8,TRAIN,u0q0rwyy,EAST
15-18,FRIDAY,8,TRAIN,u0q4u5wv,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q1et56,NORTH
15-18,FRIDAY,8,TRAIN,u0q4sd9j,SOUTH
15-18,FRIDAY,8,TRAIN,u0nrff7t,EAST
15-18,FRIDAY,8,TRAIN,u0q21m5y,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0nrkw2k,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q0ryjg,EAST
15-18,FRIDAY,8,TRAIN,u0nqvdvn,SOUTH_WEST
15-18,FRIDAY,8,TRAIN,u0q0t77y,EAST
15-18,FRIDAY,8,TRAIN,u0q0su69,EAST
15-18,FRIDAY,8,TRAIN,u0q1e826,SOUTH
15-18,FRIDAY,8,TRAIN,u0q4j755,SOUTH
15-18,FRIDAY,8,TRAIN,u0q4kfre,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0nrg2by,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0nqvwxf,SOUTH
15-18,FRIDAY,8,TRAIN,u0nrfm78,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q0eyjd,EAST
15-18,FRIDAY,8,TRAIN,u0q1es6d,NORTH
15-18,FRIDAY,8,TRAIN,u0q21njw,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q1e927,SOUTH
15-18,FRIDAY,8,TRAIN,u0nrfdzg,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q17rn4,SOUTH
15-18,FRIDAY,8,TRAIN,u0q4kg72,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q22jcv,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0nrs3gf,SOUTH
15-18,FRIDAY,8,TRAIN,u0q4kg5y,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q5s4pn,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0nrfs0m,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q22e9e,EAST
15-18,FRIDAY,8,TRAIN,u0q17rzw,SOUTH_WEST
15-18,FRIDAY,8,TRAIN,u0nqvewg,SOUTH_WEST
15-18,FRIDAY,8,TRAIN,u0q0qz9s,EAST
15-18,FRIDAY,8,TRAIN,u0q5s2mg,SOUTH_WEST
15-18,FRIDAY,8,TRAIN,u0nqv3x1,WEST
15-18,FRIDAY,8,TRAIN,u0q0rp0f,EAST
15-18,FRIDAY,8,TRAIN,u0q22knf,SOUTH_EAST
9-12,SATURDAY,8,BUS,u0nq9t5m,NORTH_WEST
9-12,SATURDAY,8,BUS,u0nq9t8g,NORTH_WEST
9-12,SATURDAY,8,BUS,u0nq9tb1,NORTH_EAST
9-12,SATURDAY,8,BUS,u0nq9tbx,SOUTH_WEST
12-15,SATURDAY,8,CAR,u0nq9t4s,EAST
12-15,SATURDAY,8,CAR,u0nq9txe,NORTH
12-15,SATURDAY,8,CAR,u0nq9thw,EAST
12-15,SATURDAY,8,CAR,u0nq9y2n,SOUTH
12-15,SATURDAY,8,CAR,u0nq9tjq,EAST
12-15,SATURDAY,8,CAR,u0nq9y20,NORTH
12-15,SATURDAY,8,CAR,u0nq9y0k,NORTH
12-15,SATURDAY,8,CAR,u0nq9y25,NORTH_EAST
12-15,SATURDAY,8,CAR,u0nq9trs,NORTH
18-21,SATURDAY,8,WALKING,u0nq8jpy,NORTH_EAST
18-21,SATURDAY,8,WALKING,u0nq8m20,NORTH_EAST
18-21,SATURDAY,8,WALKING,u0nq8m91,WEST
18-21,SATURDAY,8,WALKING,u0nq8jp6,NORTH_EAST
18-21,SATURDAY,8,WALKING,u0nq8jnb,NORTH_EAST
18-21,SATURDAY,8,WALKING,u0nq8m2m,NORTH
18-21,SATURDAY,8,WALKING,u0nq8m88,EAST
18-21,SATURDAY,8,WALKING,u0nq8hyr,EAST
15-18,FRIDAY,8,TRAIN,u0q1ukq7,SOUTH_WEST
15-18,FRIDAY,8,TRAIN,u0q4kxt9,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q4kfty,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q4j3g2,SOUTH_WEST
15-18,FRIDAY,8,TRAIN,u0q1esbc,SOUTH
15-18,FRIDAY,8,TRAIN,u0q4jpre,SOUTH
15-18,FRIDAY,8,TRAIN,u0q4kfpv,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q4u2bg,SOUTH
15-18,FRIDAY,8,TRAIN,u0q4m1n1,SOUTH
15-18,FRIDAY,8,TRAIN,u0q1e2p9,SOUTH_WEST
15-18,FRIDAY,8,TRAIN,u0q1ukj2,SOUTH_WEST
15-18,FRIDAY,8,TRAIN,u0q4j6de,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q1gcp8,SOUTH_WEST
15-18,FRIDAY,8,TRAIN,u0q1gbyj,NORTH_EAST
15-18,FRIDAY,8,TRAIN,u0q1u5p9,SOUTH_WEST
15-18,FRIDAY,8,TRAIN,u0q1exje,NORTH_EAST
15-18,FRIDAY,8,TRAIN,u0q4sqkh,SOUTH
15-18,FRIDAY,8,TRAIN,u0q4j7eg,SOUTH
15-18,FRIDAY,8,TRAIN,u0q1uwkt,SOUTH
15-18,FRIDAY,8,TRAIN,u0q4u384,SOUTH
15-18,FRIDAY,8,TRAIN,u0q17rq7,SOUTH
15-18,FRIDAY,8,TRAIN,u0q17rnp,SOUTH
15-18,FRIDAY,8,TRAIN,u0q1u4mn,SOUTH_WEST
15-18,FRIDAY,8,TRAIN,u0q4kfuu,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q4kxnd,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q57ghh,SOUTH
15-18,FRIDAY,8,TRAIN,u0q4hbx5,WEST
15-18,FRIDAY,8,TRAIN,u0q4jq40,SOUTH
15-18,FRIDAY,8,TRAIN,u0q57bqc,SOUTH
15-18,FRIDAY,8,TRAIN,u0q4m403,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q1u4y2,SOUTH_WEST
15-18,FRIDAY,8,TRAIN,u0q4kg5r,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q1u11v,SOUTH_WEST
15-18,FRIDAY,8,TRAIN,u0q4u60n,SOUTH
15-18,FRIDAY,8,TRAIN,u0q4m0me,SOUTH
15-18,FRIDAY,8,TRAIN,u0q4ukb4,SOUTH_WEST
15-18,FRIDAY,8,TRAIN,u0q4kg6y,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q1e889,SOUTH
15-18,FRIDAY,8,TRAIN,u0q4j36p,WEST
15-18,FRIDAY,8,TRAIN,u0q4smmk,SOUTH
15-18,FRIDAY,8,TRAIN,u0q1etn5,SOUTH_WEST
15-18,FRIDAY,8,TRAIN,u0q1u0bm,WEST
15-18,FRIDAY,8,TRAIN,u0q5h4te,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q1e80n,SOUTH_WEST
15-18,FRIDAY,8,TRAIN,u0q4uhqv,SOUTH_WEST
15-18,FRIDAY,8,TRAIN,u0q4u62q,SOUTH
15-18,FRIDAY,8,TRAIN,u0q1e827,SOUTH
15-18,FRIDAY,8,TRAIN,u0q5h4q6,SOUTH
15-18,FRIDAY,8,TRAIN,u0q1etf9,SOUTH
15-18,FRIDAY,8,TRAIN,u0q4jk6b,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q1ez0z,SOUTH_WEST
15-18,FRIDAY,8,TRAIN,u0q1us84,SOUTH_WEST
15-18,FRIDAY,8,TRAIN,u0q1e905,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q4kg71,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q4sd8u,SOUTH
15-18,FRIDAY,8,TRAIN,u0q1etsz,SOUTH
15-18,FRIDAY,8,TRAIN,u0q4j65u,SOUTH
15-18,FRIDAY,8,TRAIN,u0q1e92n,SOUTH
15-18,FRIDAY,8,TRAIN,u0q1e8b9,SOUTH
15-18,FRIDAY,8,TRAIN,u0q1u1g4,SOUTH
15-18,FRIDAY,8,TRAIN,u0q17rzk,SOUTH_WEST
15-18,FRIDAY,8,TRAIN,u0q4jq34,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q4smjd,SOUTH
15-18,FRIDAY,8,TRAIN,u0q4jm39,SOUTH
15-18,FRIDAY,8,TRAIN,u0q4hb64,SOUTH_WEST
15-18,FRIDAY,8,TRAIN,u0q4u70t,SOUTH
15-18,FRIDAY,8,TRAIN,u0q57bwz,SOUTH
15-18,FRIDAY,8,TRAIN,u0q4u5y8,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q1u12c,SOUTH_WEST
15-18,FRIDAY,8,TRAIN,u0q4m1du,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q1uxjf,SOUTH
15-18,FRIDAY,8,TRAIN,u0q1exr3,NORTH_EAST
15-18,FRIDAY,8,TRAIN,u0q4kub8,SOUTH
15-18,FRIDAY,8,TRAIN,u0q4ky0q,SOUTH
15-18,FRIDAY,8,TRAIN,u0q4jq8m,SOUTH_EAST
15-18,FRIDAY,8,TRAIN,u0q1ewkw,NORTH
15-18,FRIDAY,8,TRAIN,u0q1ewr8,SOUTH_WEST
